"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 31 18:25:31 MSK 2022","Mon Oct 31 18:26:08 MSK 2022","37192","","Ипотечный калькулятор","","Проверка правильности расчета условий по ипотеке","","Проверка правильности расчета условий по ипотеке",""
